,hour,day_of_week,roadtype,xccord,ycoord,jam_level
2503,14,6,3.0,-84.392906,33.79359,4
7654,18,2,3.0,-84.390036,33.76802,3
12855,22,2,3.0,-84.390727,33.77566,3
5767,19,5,3.0,-84.394087,33.7951,3
12968,20,2,6.0,-84.34915,33.757152,4
10579,19,2,3.0,-84.391232,33.77832,3
7344,21,7,7.0,-84.472414,33.76963,4
12625,23,4,1.0,-84.384703,33.78111,3
7115,18,7,3.0,-84.389378,33.80091,4
11619,20,7,3.0,-84.391484,33.79976,3
15474,12,2,3.0,-84.422823,33.74298,4
5448,0,6,3.0,-84.379038,33.75819,3
2493,15,6,3.0,-84.393033,33.79471,4
6788,15,7,4.0,-84.391303,33.74122,3
2841,22,6,1.0,-84.388925,33.75605,4
1346,20,6,4.0,-84.442705,33.74922,4
14021,19,3,3.0,-84.391291,33.78759,3
14445,0,1,6.0,-84.387776,33.79136,3
15928,18,2,3.0,-84.388251,33.76716,3
10027,20,4,4.0,-84.360994,33.74299,3
15695,21,1,3.0,-84.391206,33.78251,3
11217,20,1,3.0,-84.384183,33.74852,4
12126,14,4,3.0,-84.391411,33.79232,4
10449,17,1,3.0,-84.392979,33.72895,3
9019,19,6,3.0,-84.367763,33.74347,3
8803,14,5,3.0,-84.380544,33.76136,2
9444,21,6,3.0,-84.396883,33.71929,3
15412,13,5,7.0,-84.397986,33.74913,2
3717,17,1,3.0,-84.395931,33.72032,3
12207,22,4,1.0,-84.329195,33.75434,4
14591,20,5,3.0,-84.391513,33.78722,3
16012,20,2,2.0,-84.417597,33.79963,3
15407,12,5,6.0,-84.392792,33.80181,3
14353,19,1,3.0,-84.387721,33.76651,3
11928,14,7,4.0,-84.397113,33.74491,4
9201,23,6,6.0,-84.407592,33.78804,4
4864,14,3,3.0,-84.392692,33.72929,4
13686,19,3,4.0,-84.387718,33.74722,3
15279,13,5,3.0,-84.391531,33.78774,3
14082,20,2,3.0,-84.378347,33.75463,3
396,21,3,4.0,-84.383944,33.80461,3
2452,14,6,3.0,-84.406547,33.80264,3
11590,17,7,3.0,-84.391178,33.77904,3
9065,20,6,3.0,-84.378226,33.75589,3
9378,23,6,3.0,-84.394421,33.72242,4
13520,23,3,7.0,-84.411935,33.78925,3
3078,10,4,3.0,-84.390975,33.78824,3
3996,17,5,3.0,-84.39267,33.798793,3
9520,23,6,4.0,-84.354495,33.74406,3
5141,15,3,6.0,-84.346728,33.77436,3
5271,18,3,1.0,-84.325874,33.75376,4
10095,12,4,7.0,-84.345208,33.74001,2
13951,16,3,4.0,-84.387031,33.74686,3
10025,12,4,4.0,-84.394836,33.79684,3
12312,22,4,4.0,-84.39525,33.797264,3
16133,17,6,3.0,-84.345607,33.74566,4
12632,17,4,6.0,-84.349238,33.75156,3
11431,1,1,7.0,-84.393434,33.76459,4
13665,20,3,4.0,-84.383462,33.74854,3
10510,21,1,3.0,-84.387834,33.74656,3
7351,22,7,4.0,-84.389913,33.76777,3
7192,17,7,2.0,-84.373525,33.80365,4
3025,18,4,3.0,-84.381668,33.75012,3
10232,17,4,2.0,-84.364793,33.76133,3
7944,19,6,3.0,-84.378996,33.75969,4
151,11,3,7.0,-84.371315,33.75206,3
2923,22,6,6.0,-84.407856,33.7191,3
4906,21,3,3.0,-84.401958,33.80135,3
13654,18,3,6.0,-84.402814,33.75367,3
8614,18,5,3.0,-84.396476,33.79905,3
8799,16,5,3.0,-84.37913,33.752592,3
3189,19,4,3.0,-84.366162,33.7435,3
703,20,6,3.0,-84.392929,33.72863,4
6446,20,3,7.0,-84.38884,33.772576,4
12678,23,4,4.0,-84.378413,33.75877,3
6050,13,5,7.0,-84.388093,33.7223,4
15161,12,5,3.0,-84.38601,33.748051,3
9558,20,2,3.0,-84.391884,33.73499,2
12015,20,4,3.0,-84.422082,33.74261,3
3485,1,1,3.0,-84.389962,33.76937,3
1052,22,6,1.0,-84.383836,33.74718,2
11914,20,7,6.0,-84.404955,33.74826,4
7838,23,2,3.0,-84.391665,33.79088,3
8097,21,6,7.0,-84.370541,33.75045,4
10480,15,1,6.0,-84.412844,33.73699,4
13795,15,3,3.0,-84.393684,33.79603,4
12635,23,4,6.0,-84.407471,33.78248,4
6572,14,7,3.0,-84.390112,33.77432,3
5790,20,5,3.0,-84.391386,33.78458,3
10508,19,1,3.0,-84.391257,33.74289,4
10121,20,4,3.0,-84.397363,33.71833,3
15221,21,5,3.0,-84.39046,33.745281,4
1726,18,7,4.0,-84.384377,33.7488,3
10226,20,4,2.0,-84.35233,33.797412,3
3933,14,5,7.0,-84.33957,33.787969,3
10525,23,1,3.0,-84.392226,33.73188,3
1172,18,6,4.0,-84.348753,33.74438,3
11691,14,7,4.0,-84.383973,33.74356,3
13366,21,3,3.0,-84.395347,33.79749,3
4995,21,3,7.0,-84.36995,33.751835,3
9143,18,6,3.0,-84.392914,33.79848,4
8111,18,6,7.0,-84.38923,33.78563,2
11132,2,1,3.0,-84.449165,33.75137,3
5990,17,5,3.0,-84.382832,33.80525,3
336,21,3,3.0,-84.427278,33.74521,3
4404,20,7,2.0,-84.417375,33.79963,4
9977,21,4,6.0,-84.403459,33.76428,3
2480,19,6,3.0,-84.390598,33.77511,3
14017,21,3,4.0,-84.391605,33.79428,3
7763,20,2,3.0,-84.400012,33.80112,3
11574,16,7,3.0,-84.378507,33.75395,4
7137,2,7,7.0,-84.390804,33.78154,3
4631,17,7,6.0,-84.349208,33.74567,3
12441,20,4,3.0,-84.378331,33.75676,2
1060,15,6,7.0,-84.383525,33.78762,3
9857,12,4,3.0,-84.40359,33.801652,4
11122,21,3,4.0,-84.395555,33.79765,4
13786,14,3,3.0,-84.391214,33.78108,3
13838,16,3,2.0,-84.417001,33.80046,3
4602,20,7,3.0,-84.386233,33.80238,4
4572,20,7,3.0,-84.381225,33.75049,3
6107,14,4,3.0,-84.382639,33.74975,2
3048,20,4,3.0,-84.385482,33.76516,4
414,20,3,7.0,-84.369029,33.78065,4
13355,22,3,7.0,-84.404504,33.78153,4
11154,0,1,3.0,-84.379917,33.75166,3
14922,19,5,3.0,-84.397284,33.71907,3
15938,21,2,3.0,-84.388904,33.76717,3
8021,17,6,3.0,-84.409458,33.80327,3
13395,22,3,4.0,-84.391584,33.73956,4
6837,22,7,1.0,-84.386097,33.79565,4
4153,16,7,3.0,-84.386798,33.74731,3
15667,20,1,3.0,-84.395231,33.72127,3
9706,20,2,7.0,-84.408437,33.79111,4
1788,18,7,3.0,-84.391337,33.78805,3
9613,18,2,7.0,-84.370547,33.75046,4
3738,1,1,1.0,-84.412367,33.74176,3
2049,21,2,2.0,-84.3525,33.775601,3
14472,19,1,4.0,-84.347587,33.74604,3
12385,21,4,2.0,-84.339176,33.77729,4
16048,23,2,3.0,-84.39302,33.793884,4
14935,19,5,3.0,-84.391458,33.74377,4
5048,18,3,6.0,-84.31909,33.771277,2
15689,21,1,3.0,-84.391876,33.73496,2
5007,20,3,7.0,-84.382619,33.77985,3
11308,20,1,3.0,-84.391091,33.78243,3
15188,12,5,4.0,-84.326312,33.73792,3
944,15,6,3.0,-84.414379,33.80572,4
8341,20,6,3.0,-84.393756,33.72393,3
9039,22,6,3.0,-84.393302,33.72746,3
11124,12,3,4.0,-84.449031,33.75131,3
1737,22,7,3.0,-84.393538,33.72532,4
66,19,3,3.0,-84.387006,33.74718,3
15410,19,5,7.0,-84.42803,33.784713,4
7316,21,7,4.0,-84.389893,33.77062,4
1358,17,6,7.0,-84.392444,33.78154,3
8293,21,6,2.0,-84.417547,33.75346,4
13444,13,3,6.0,-84.335824,33.774,4
933,19,6,3.0,-84.393337,33.7272,3
15162,14,5,3.0,-84.392092,33.73953,4
10164,19,4,3.0,-84.390546,33.77035,3
5261,0,3,7.0,-84.336811,33.79066,4
9598,13,2,4.0,-84.410755,33.80366,3
1475,20,6,4.0,-84.383731,33.74838,3
1315,18,6,3.0,-84.398533,33.80062,3
10898,19,3,4.0,-84.379055,33.75629,3
10227,22,4,2.0,-84.391854,33.78374,3
13337,19,3,3.0,-84.383273,33.80458,4
7447,15,2,3.0,-84.379762,33.75181,3
15996,22,2,6.0,-84.392599,33.80047,3
12718,21,4,4.0,-84.390184,33.7439,4
2432,16,6,3.0,-84.398137,33.71669,3
941,16,6,3.0,-84.390435,33.7716,3
2937,15,6,4.0,-84.348112,33.74666,3
9020,19,6,3.0,-84.379517,33.76046,3
528,19,6,3.0,-84.394742,33.72192,4
5345,23,6,3.0,-84.39928,33.744597,3
9661,21,2,3.0,-84.392301,33.733,3
15218,12,5,3.0,-84.395243,33.74529,3
15357,21,5,6.0,-84.40157,33.770195,4
735,22,6,7.0,-84.389127,33.79177,3
12702,23,4,2.0,-84.373151,33.80151,4
15995,22,2,6.0,-84.407039,33.77181,3
8312,15,6,3.0,-84.375076,33.74348,3
4926,11,3,3.0,-84.388936,33.80084,4
14233,12,2,3.0,-84.391438,33.78525,3
1110,18,6,6.0,-84.406305,33.77138,3
5506,22,6,2.0,-84.354553,33.78337,2
1016,19,6,6.0,-84.423003,33.72228,3
14251,12,2,4.0,-84.388106,33.74522,4
3221,13,4,3.0,-84.379556,33.75202,3
446,20,3,7.0,-84.411794,33.78744,3
2820,19,6,4.0,-84.393604,33.79601,4
4175,19,7,3.0,-84.378325,33.75666,4
6453,16,3,7.0,-84.336608,33.79296,3
2693,13,6,2.0,-84.323321,33.72557,3
5405,21,6,3.0,-84.390018,33.77357,3
1522,15,6,4.0,-84.413708,33.8052,4
10486,0,1,4.0,-84.335396,33.74444,3
11314,18,1,7.0,-84.372076,33.75982,3
2745,20,6,3.0,-84.389942,33.74488,3
8457,17,6,6.0,-84.348991,33.77283,3
6232,22,3,3.0,-84.382759,33.74965,3
303,19,3,6.0,-84.407775,33.78919,2
8729,19,5,6.0,-84.333264,33.77413,4
4040,12,5,3.0,-84.409317,33.80367,2
12364,13,4,3.0,-84.38249,33.805523,4
15614,12,2,3.0,-84.437014,33.7471,4
12970,12,2,6.0,-84.349006,33.77079,3
10783,20,3,3.0,-84.391014,33.77703,4
15524,13,2,1.0,-84.414033,33.74187,3
689,22,6,6.0,-84.369425,33.76054,2
6875,22,7,7.0,-84.38494,33.764429,3
2736,21,6,3.0,-84.435582,33.74702,3
10183,16,4,7.0,-84.39502,33.791279,4
14870,21,5,3.0,-84.381451,33.75031,3
11720,19,7,3.0,-84.390854,33.78081,3
14255,21,2,3.0,-84.391412,33.78495,3
2005,14,2,7.0,-84.372119,33.75682,3
1921,0,2,3.0,-84.390019,33.768,3
8008,18,6,3.0,-84.391083,33.77759,3
9013,22,6,3.0,-84.399979,33.74451,3
9724,20,2,2.0,-84.322878,33.80192,3
8238,11,6,3.0,-84.378379,33.75758,3
12996,13,2,3.0,-84.391565,33.79028,4
2729,16,6,3.0,-84.330061,33.74167,3
9932,22,4,7.0,-84.371288,33.77272,4
3298,20,1,3.0,-84.380385,33.7613,3
14892,19,5,3.0,-84.389491,33.76836,3
33,21,3,3.0,-84.443328,33.74994,3
2273,22,2,2.0,-84.352518,33.7709,3
9397,23,6,3.0,-84.391465,33.7418,4
4846,18,3,3.0,-84.396579,33.71945,2
4170,20,7,3.0,-84.393896,33.72344,4
10253,19,4,7.0,-84.348796,33.7753,4
6681,15,7,3.0,-84.383524,33.80473,3
7198,20,7,6.0,-84.392993,33.77129,3
12557,13,4,7.0,-84.368133,33.74466,4
8852,21,5,3.0,-84.391405,33.78482,3
5274,21,3,7.0,-84.33627,33.793484,3
7478,11,2,3.0,-84.378459,33.75409,4
10607,19,2,6.0,-84.392361,33.79981,3
7970,13,6,3.0,-84.391627,33.74056,3
1827,22,2,3.0,-84.451372,33.75092,3
5320,21,3,4.0,-84.349418,33.76191,4
9933,22,4,7.0,-84.371748,33.77133,4
11781,19,7,3.0,-84.463668,33.75329,4
7474,20,2,3.0,-84.398001,33.71701,3
11120,19,3,7.0,-84.469609,33.76079,2
4081,19,5,2.0,-84.322914,33.80268,2
415,20,3,7.0,-84.370856,33.77509,3
2386,19,6,3.0,-84.423086,33.74311,4
13554,12,3,3.0,-84.393535,33.72555,3
8333,11,6,3.0,-84.390849,33.77953,3
10485,0,1,4.0,-84.390845,33.74241,3
11926,17,7,2.0,-84.418747,33.79972,3
8421,21,6,7.0,-84.372126,33.75632,4
8592,10,5,3.0,-84.39083,33.783318,3
14169,19,2,3.0,-84.385086,33.80333,3
7030,12,7,3.0,-84.390744,33.7914,3
9992,22,4,1.0,-84.393993,33.76089,4
16125,21,6,3.0,-84.362392,33.74351,4
93,14,3,3.0,-84.390527,33.77057,3
6640,17,7,3.0,-84.390077,33.77001,3
3065,23,4,3.0,-84.390969,33.77668,3
13372,22,3,7.0,-84.372112,33.75739,3
11394,19,1,4.0,-84.388794,33.74498,3
11330,3,1,7.0,-84.384552,33.77593,2
11557,19,7,3.0,-84.382591,33.74942,3
3526,2,1,3.0,-84.37905,33.753455,3
13972,20,3,3.0,-84.379019,33.75279,3
14583,13,5,3.0,-84.391475,33.78608,3
1007,15,6,3.0,-84.384227,33.80421,3
7472,12,2,3.0,-84.390853,33.78091,4
12776,13,2,3.0,-84.38113,33.74344,3
13353,13,3,4.0,-84.39203,33.795021,3
1010,21,6,3.0,-84.392091,33.79149,3
7504,18,2,3.0,-84.402097,33.80138,4
14049,19,3,7.0,-84.348651,33.77549,4
1242,16,6,4.0,-84.448195,33.75132,3
7793,23,2,7.0,-84.397961,33.74678,4
14252,4,2,3.0,-84.390818,33.78725,3
13741,12,3,3.0,-84.378615,33.75364,3
6656,22,7,3.0,-84.410844,33.80387,3
2871,17,6,4.0,-84.391527,33.74204,3
10708,19,3,3.0,-84.368273,33.7435,4
8145,21,6,6.0,-84.349213,33.74479,2
14173,21,2,6.0,-84.389135,33.79357,4
10173,15,4,3.0,-84.39178,33.790383,4
252,20,3,3.0,-84.344801,33.74538,3
7476,12,2,3.0,-84.395591,33.72078,3
3454,21,1,3.0,-84.393523,33.72567,4
3042,16,4,3.0,-84.395058,33.72149,3
9935,19,4,7.0,-84.371301,33.75202,4
15202,22,5,6.0,-84.370284,33.76037,2
10600,19,2,7.0,-84.37212,33.756806,3
2007,18,2,7.0,-84.370908,33.77449,2
4266,16,7,3.0,-84.393687,33.79613,4
6431,12,3,4.0,-84.39259,33.794231,3
9141,18,6,3.0,-84.390475,33.80035,3
1925,12,2,3.0,-84.390349,33.773,4
180,19,3,7.0,-84.382541,33.7812,3
13826,19,3,1.0,-84.34773,33.755431,4
4904,20,3,3.0,-84.404503,33.80181,4
8139,11,6,6.0,-84.349004,33.77061,3
1583,23,7,3.0,-84.391648,33.7402,3
5454,14,6,3.0,-84.392283,33.73337,3
7994,23,6,3.0,-84.393155,33.79349,3
12042,15,4,3.0,-84.380372,33.76123,3
10582,21,2,3.0,-84.390517,33.76901,3
11260,17,1,3.0,-84.383273,33.76318,3
9781,18,4,3.0,-84.467702,33.75599,4
10788,23,3,3.0,-84.38315,33.763073,3
2272,22,2,7.0,-84.411861,33.78829,4
3207,22,4,3.0,-84.391423,33.74229,3
5266,21,3,7.0,-84.389218,33.78501,3
10197,21,4,7.0,-84.335445,33.79027,3
7552,18,2,7.0,-84.371609,33.75275,2
6111,16,4,4.0,-84.383334,33.74933,4
5426,19,6,3.0,-84.38388,33.763741,2
5849,19,5,7.0,-84.386578,33.75229,4
6345,20,3,3.0,-84.380189,33.76109,3
9519,1,6,7.0,-84.443352,33.74895,3
8649,17,5,3.0,-84.394969,33.79652,3
4716,23,7,3.0,-84.404523,33.74214,4
6455,18,3,7.0,-84.338744,33.78977,4
1028,22,6,3.0,-84.391986,33.73634,2
6230,18,3,3.0,-84.391193,33.77969,3
6327,14,3,4.0,-84.391093,33.74398,3
5527,20,6,3.0,-84.378874,33.74344,4
9477,22,6,7.0,-84.382539,33.78123,4
14324,1,1,3.0,-84.385344,33.74806,2
6611,21,7,3.0,-84.394048,33.79652,3
3321,20,1,3.0,-84.380631,33.75144,3
15249,21,5,3.0,-84.391979,33.73252,3
5124,23,3,7.0,-84.33721,33.792184,2
14349,22,1,3.0,-84.390349,33.77295,3
4257,19,7,3.0,-84.392313,33.73283,4
12978,20,2,6.0,-84.39281,33.802034,3
14071,18,2,3.0,-84.416134,33.74138,3
5390,18,6,3.0,-84.379456,33.75213,3
9087,15,6,3.0,-84.397309,33.7999,3
4371,16,7,6.0,-84.402788,33.75473,2
10877,21,3,2.0,-84.352502,33.77633,4
5020,21,3,2.0,-84.321994,33.80524,3
11091,21,3,7.0,-84.37496,33.755496,4
6409,14,3,3.0,-84.394055,33.72454,2
12113,22,4,3.0,-84.387598,33.76644,3
9041,17,6,3.0,-84.398345,33.71617,3
11652,0,7,6.0,-84.39038,33.771285,3
4039,23,5,3.0,-84.378666,33.75902,4
14683,22,5,3.0,-84.390817,33.78883,3
6874,22,7,7.0,-84.383871,33.76433,3
7953,23,6,3.0,-84.392648,33.72941,4
13029,16,2,3.0,-84.378589,33.7586,3
1659,21,7,3.0,-84.385335,33.80338,3
7628,13,2,4.0,-84.391438,33.74413,3
14439,0,1,6.0,-84.407714,33.7888,4
12609,14,4,7.0,-84.39338,33.743264,4
8571,12,5,3.0,-84.39519,33.721315,3
222,18,3,6.0,-84.37272,33.773168,3
2106,20,2,7.0,-84.381234,33.78648,3
2795,15,6,3.0,-84.392851,33.79801,4
9025,18,6,3.0,-84.393307,33.72742,4
3649,19,1,6.0,-84.407857,33.72173,3
6278,15,3,7.0,-84.336161,33.79375,4
11623,14,7,4.0,-84.384468,33.80416,3
13220,19,2,4.0,-84.387302,33.74666,3
10996,12,3,3.0,-84.400434,33.71271,3
10270,19,4,6.0,-84.346054,33.77456,3
11101,14,3,7.0,-84.384253,33.75633,4
2080,17,2,4.0,-84.387882,33.74611,4
12603,13,4,2.0,-84.374341,33.75725,4
7348,19,7,7.0,-84.389368,33.76464,4
11643,21,7,3.0,-84.382145,33.80565,4
3558,21,1,7.0,-84.37842,33.781786,3
1780,21,7,3.0,-84.391453,33.78558,3
14104,19,2,3.0,-84.383048,33.76298,3
12227,22,4,7.0,-84.397781,33.76701,4
11106,20,3,6.0,-84.349026,33.76885,3
6210,11,3,3.0,-84.379029,33.75278,4
11811,15,7,3.0,-84.391538,33.74145,3
4536,17,7,3.0,-84.375299,33.74348,3
13383,21,3,2.0,-84.389156,33.75515,3
6059,21,5,2.0,-84.351083,33.79716,4
12373,13,4,7.0,-84.372005,33.76212,3
10766,20,3,3.0,-84.391205,33.7803,4
5407,22,6,3.0,-84.389622,33.74513,4
15691,21,1,3.0,-84.38048,33.751121,3
8309,20,6,3.0,-84.349543,33.74551,3
7986,18,6,3.0,-84.386483,33.76582,3
882,21,6,3.0,-84.36376,33.74351,3
15701,18,1,3.0,-84.39146,33.786964,3
3089,21,4,7.0,-84.372116,33.75712,3
1654,18,7,3.0,-84.385379,33.803,4
14338,17,1,3.0,-84.392552,33.73084,3
1271,18,6,3.0,-84.391752,33.73917,4
13498,12,3,1.0,-84.389453,33.78993,2
13303,22,3,3.0,-84.383551,33.76341,3
4288,23,7,3.0,-84.379448,33.75236,3
11077,13,3,7.0,-84.371511,33.75256,4
14438,0,1,6.0,-84.407517,33.78757,4
6166,20,1,3.0,-84.384431,33.8037,3
4043,19,5,3.0,-84.39017,33.768216,4
5435,16,6,3.0,-84.380695,33.75137,4
15988,19,2,1.0,-84.388503,33.75842,3
1280,21,6,3.0,-84.38108,33.750637,3
14960,20,5,3.0,-84.385518,33.80287,3
3991,0,5,3.0,-84.378748,33.75664,4
12305,23,4,7.0,-84.469915,33.7627,2
11584,4,7,3.0,-84.378683,33.75643,3
589,20,6,3.0,-84.378843,33.75901,4
8307,20,6,3.0,-84.445897,33.75117,3
9631,21,2,4.0,-84.391317,33.77905,4
12953,21,2,7.0,-84.383493,33.78754,4
8860,4,5,3.0,-84.393365,33.79657,3
9000,23,6,3.0,-84.369718,33.74348,3
2293,11,2,3.0,-84.378264,33.7564,2
1546,19,7,3.0,-84.395231,33.74549,3
12314,20,4,7.0,-84.440342,33.74588,3
853,20,6,3.0,-84.423556,33.74311,2
299,20,3,6.0,-84.349006,33.77081,3
940,0,6,3.0,-84.391295,33.7834,3
2179,21,2,3.0,-84.381165,33.76134,3
2674,13,6,3.0,-84.392009,33.73217,3
4465,16,7,3.0,-84.432885,33.74681,4
912,18,6,3.0,-84.384129,33.74855,4
89,17,3,3.0,-84.391177,33.779,3
8908,20,5,2.0,-84.391956,33.78552,4
6214,10,3,3.0,-84.384842,33.74826,3
10762,9,3,3.0,-84.39083,33.776088,4
5776,13,5,3.0,-84.389028,33.76723,3
10552,17,1,3.0,-84.393874,33.72346,3
6221,19,3,3.0,-84.37907,33.759826,3
9306,15,6,3.0,-84.393377,33.79387,4
8725,14,5,4.0,-84.384863,33.74365,2
7669,22,2,7.0,-84.369888,33.74925,3
1561,21,7,3.0,-84.445431,33.75104,3
6839,20,7,7.0,-84.387791,33.76758,4
3125,20,4,4.0,-84.393439,33.74489,4
9493,22,6,6.0,-84.349239,33.75141,2
13810,18,3,3.0,-84.380391,33.76112,3
12112,16,4,3.0,-84.384631,33.76447,3
583,0,6,6.0,-84.392083,33.79576,3
2565,19,6,7.0,-84.358046,33.74658,4
1045,20,6,2.0,-84.336613,33.77995,3
16198,14,6,3.0,-84.381419,33.76203,2
581,21,6,3.0,-84.391281,33.79988,4
14923,18,5,3.0,-84.393189,33.79355,4
915,17,6,3.0,-84.394842,33.72178,4
15025,22,5,2.0,-84.403033,33.77399,4
7490,20,2,3.0,-84.392127,33.73827,3
2459,12,6,3.0,-84.407916,33.80271,3
5737,13,5,3.0,-84.393705,33.72413,3
7820,20,2,7.0,-84.414142,33.8035,4
14015,15,3,3.0,-84.393537,33.79528,4
13556,13,3,3.0,-84.382741,33.7631,3
11787,14,7,3.0,-84.37378,33.743504,3
15034,23,5,7.0,-84.391066,33.75542,4
11655,16,7,7.0,-84.337184,33.79221,2
6594,3,7,3.0,-84.394124,33.79657,4
15303,19,5,3.0,-84.393593,33.72778,3
12173,15,4,3.0,-84.393304,33.72793,3
5083,18,3,4.0,-84.387297,33.74666,3
4983,21,3,7.0,-84.388832,33.77366,4
14451,0,1,2.0,-84.419681,33.79998,3
2182,0,2,3.0,-84.392059,33.79085,3
146,21,3,3.0,-84.391584,33.74211,3
901,17,6,3.0,-84.384431,33.74842,3
15055,13,5,6.0,-84.349242,33.75114,3
914,23,6,3.0,-84.394983,33.72159,4
1448,18,6,4.0,-84.408513,33.80148,4
9168,23,6,7.0,-84.368123,33.74449,3
7940,21,6,3.0,-84.358234,33.74369,2
5393,14,6,3.0,-84.397458,33.7182,3
7590,21,2,7.0,-84.386769,33.79309,3
3542,20,1,3.0,-84.390499,33.77089,3
2030,22,2,7.0,-84.398174,33.76801,3
15274,21,5,3.0,-84.38393,33.748925,4
4114,21,7,3.0,-84.39136,33.745179,4
13926,18,3,3.0,-84.378322,33.7566,3
11922,19,7,7.0,-84.413967,33.80377,3
5924,21,5,3.0,-84.393361,33.79573,4
5375,23,6,3.0,-84.38024,33.761136,3
9571,22,2,3.0,-84.384423,33.76427,3
13159,22,2,3.0,-84.39486,33.721993,4
4698,0,7,4.0,-84.383536,33.7435,3
10491,21,1,4.0,-84.391769,33.79969,3
10505,21,1,3.0,-84.390036,33.77015,3
15825,16,1,3.0,-84.382791,33.7492,3
7976,13,6,3.0,-84.378327,33.75669,3
2284,16,2,4.0,-84.348708,33.74679,3
1582,22,7,3.0,-84.396382,33.71968,4
9660,14,2,3.0,-84.40261,33.801476,3
14309,18,1,3.0,-84.381734,33.75007,3
10503,23,1,3.0,-84.398151,33.71662,4
588,22,6,1.0,-84.33039,33.752595,3
6057,21,5,4.0,-84.388957,33.76583,4
1943,13,2,3.0,-84.391203,33.78018,3
9825,12,4,3.0,-84.378527,33.75389,4
11767,18,7,7.0,-84.457964,33.75053,4
3868,1,5,3.0,-84.389966,33.77305,4
113,16,3,3.0,-84.388465,33.76692,2
1946,0,2,3.0,-84.390411,33.77412,3
2663,11,6,3.0,-84.373737,33.7435,3
7528,18,2,3.0,-84.385353,33.80337,3
15351,12,5,7.0,-84.370381,33.7766,4
10405,20,1,3.0,-84.378763,33.75435,4
14203,20,2,6.0,-84.347188,33.77422,3
3949,20,5,7.0,-84.411944,33.78937,2
2619,22,6,4.0,-84.38372,33.74354,3
7327,19,7,2.0,-84.418819,33.79973,3
5706,19,5,3.0,-84.437299,33.74697,3
15493,20,2,3.0,-84.388333,33.74617,2
920,21,6,3.0,-84.392724,33.7292,3
15787,18,1,3.0,-84.398747,33.71564,4
10838,21,3,3.0,-84.392888,33.79382,3
1254,12,6,3.0,-84.375166,33.74348,3
7473,13,2,3.0,-84.393369,33.72693,3
1528,13,7,4.0,-84.468972,33.75812,3
1014,14,6,3.0,-84.388945,33.80115,2
11818,8,7,3.0,-84.39117,33.778726,2
321,18,3,4.0,-84.348011,33.74468,3
15554,20,2,6.0,-84.349233,33.7504,3
9288,15,6,3.0,-84.380444,33.76135,3
7511,17,2,3.0,-84.391217,33.78214,3
8636,21,5,3.0,-84.390929,33.77648,4
15842,21,1,7.0,-84.382414,33.7475,3
4599,18,7,3.0,-84.391232,33.77841,3
9727,12,2,6.0,-84.38774,33.794062,3
4005,19,5,2.0,-84.365097,33.73421,4
4384,19,7,7.0,-84.367424,33.80456,4
13671,23,3,6.0,-84.345974,33.77459,4
15832,19,1,3.0,-84.382193,33.75011,3
13674,18,3,2.0,-84.372983,33.80157,3
1891,21,2,3.0,-84.390031,33.76969,3
9210,12,6,6.0,-84.390124,33.79778,4
10909,21,3,4.0,-84.386889,33.74778,3
6208,11,3,3.0,-84.399207,33.71432,2
10521,15,1,6.0,-84.415956,33.72918,4
460,20,3,3.0,-84.391601,33.79196,4
10264,20,4,2.0,-84.351278,33.79722,3
9906,16,4,7.0,-84.404583,33.78153,3
1379,20,6,3.0,-84.383005,33.80499,4
2604,20,6,7.0,-84.41169,33.786218,3
4272,14,7,3.0,-84.392609,33.7929,3
651,18,6,4.0,-84.387746,33.7472,3
5932,22,5,2.0,-84.417237,33.80046,4
53,11,3,3.0,-84.378625,33.75875,2
160,20,3,7.0,-84.321679,33.78863,3
7786,23,2,6.0,-84.389191,33.79218,4
7833,20,2,6.0,-84.328421,33.77275,2
274,21,3,3.0,-84.399655,33.80092,3
6435,18,3,7.0,-84.386715,33.78666,3
1735,21,7,3.0,-84.39366,33.724448,4
5809,20,5,3.0,-84.392116,33.79157,4
16016,20,2,2.0,-84.418888,33.79974,4
10019,23,4,7.0,-84.39266,33.764609,4
15040,20,5,7.0,-84.408397,33.77738,4
5885,19,5,3.0,-84.391576,33.79213,3
4532,13,7,3.0,-84.430687,33.74669,3
5305,15,3,4.0,-84.390069,33.7448,3
10764,19,3,3.0,-84.392272,33.73379,3
6233,16,3,3.0,-84.390533,33.7705,4
8815,15,5,3.0,-84.380562,33.75109,3
1541,21,7,3.0,-84.382879,33.80486,3
608,20,6,7.0,-84.408841,33.77786,4
8164,19,6,7.0,-84.411746,33.78688,3
10986,12,3,3.0,-84.364587,33.7435,4
9140,20,6,3.0,-84.393077,33.79401,3
11510,15,7,3.0,-84.40075,33.744157,4
5038,11,3,6.0,-84.407814,33.80164,3
466,13,3,4.0,-84.393683,33.79303,3
10471,12,1,2.0,-84.424509,33.71759,4
4216,21,7,3.0,-84.392696,33.79252,3
3155,12,4,3.0,-84.383918,33.80409,2
12538,23,4,3.0,-84.391716,33.74084,3
14155,15,2,4.0,-84.409926,33.80332,3
3697,2,1,3.0,-84.405492,33.80233,4
13451,21,3,4.0,-84.389047,33.74653,3
10949,20,3,2.0,-84.351068,33.80032,3
14513,0,1,3.0,-84.390385,33.76862,3
9422,13,6,3.0,-84.391455,33.78588,4
13557,22,3,3.0,-84.391912,33.73366,3
